ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,lat,lon,Location
10838189,JA140420,01-08-2017 08:30,022XX N MOBILE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2512,25,29,19,08B,1134042,1914306,2017,02/14/2017 03:49:42 PM,41.9210632,-87.78292871,"(41.9210632, -87.782928705)"
10838190,JA140539,02-03-2017 14:50,103XX S MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,512,5,9,49,6,1178964,1836624,2017,02/14/2017 03:49:42 PM,41.70698746,-87.62024403,"(41.706987456, -87.620244029)"
10838191,JA140610,02-02-2017 08:00,039XX W FLOURNOY ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1132,11,24,26,08B,1150284,1896740,2017,02/14/2017 03:49:42 PM,41.87255873,-87.72370984,"(41.872558733, -87.723709844)"
10838192,JA140654,01-11-2017 15:00,064XX S YALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,722,7,20,68,11,1175611,1862304,2017,02/14/2017 03:49:42 PM,41.77753215,-87.63175594,"(41.777532148, -87.63175594)"
10838303,JA140840,01/25/2017 08:00:00 PM,014XX S INDIANA AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,132,1,2,33,6,1177890,1893527,2017,02/14/2017 03:49:42 PM,41.86315933,-87.62245416,"(41.86315933, -87.622454163)"
10838193,JA140652,02-03-2017 17:41,062XX S WHIPPLE ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,APARTMENT,FALSE,FALSE,823,8,15,66,26,1157124,1863026,2017,02/14/2017 03:49:42 PM,41.77990731,-87.6995102,"(41.779907312, -87.699510196)"
10838196,JA140718,02-03-2017 07:20,013XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,131,1,2,33,14,1177433,1894328,2017,02/14/2017 03:49:42 PM,41.8653677,-87.62410746,"(41.865367696, -87.624107457)"
10838197,JA140723,02-03-2017 17:30,001XX N WELLS ST,560,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,FALSE,122,1,42,32,08A,1174723,1900866,2017,02/14/2017 03:49:42 PM,41.88336939,-87.63386027,"(41.88336939, -87.633860272)"
10838198,JA140504,02-03-2017 15:40,004XX E 46TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,221,2,3,38,08B,1180054,1874618,2017,02/14/2017 03:49:42 PM,41.81122226,-87.61509084,"(41.811222262, -87.615090841)"
10838199,JA140731,02-03-2017 18:35,0000X S STATE ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,112,1,42,32,6,1176391,1900196,2017,02/14/2017 03:49:42 PM,41.8814934,-87.62775556,"(41.881493402, -87.627755557)"
10838201,JA140451,02-03-2017 15:25,033XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,211,2,3,35,08A,1177742,1882956,2017,02/14/2017 03:49:42 PM,41.83415513,-87.62331829,"(41.834155131, -87.623318288)"
10838202,JA140705,02-03-2017 18:15,039XX W VAN BUREN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1132,11,24,26,18,1150123,1897732,2017,02/14/2017 03:49:42 PM,41.87528403,-87.72427511,"(41.87528403, -87.724275108)"
10838203,JA140707,02-03-2017 17:26,070XX N ODELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1611,16,41,9,08B,1126217,1946363,2017,02/14/2017 03:49:42 PM,42.00916538,-87.81096207,"(42.009165382, -87.810962066)"
10838204,JA140434,02-03-2017 14:30,050XX N MARINE DR,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2024,20,48,3,08B,1169656,1934102,2017,02/14/2017 03:49:42 PM,41.97468239,-87.65149598,"(41.974682388, -87.651495975)"
10838205,JA140625,02-03-2017 17:10,070XX S MERRILL AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,331,3,5,43,04A,1191759,1858793,2017,02/14/2017 03:49:42 PM,41.76752094,-87.572672,"(41.767520936, -87.572672)"
10838207,JA140767,02-02-2017 13:20,073XX N WESTERN AVE,810,THEFT,OVER $500,GROCERY FOOD STORE,FALSE,FALSE,2411,24,50,2,6,1159015,1948528,2017,02/14/2017 03:49:42 PM,42.01449362,-87.69022779,"(42.014493615, -87.690227788)"
10838208,JA140640,02-03-2017 05:30,046XX W 59TH ST,810,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,813,8,23,62,6,1146457,1864995,2017,02/14/2017 03:49:42 PM,41.78551967,-87.73856753,"(41.785519673, -87.738567526)"
10838209,JA140742,02-03-2017 18:25,017XX W HOWARD ST,850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,FALSE,FALSE,2422,24,49,1,6,1163012,1950346,2017,02/14/2017 03:49:42 PM,42.0193989,-87.67546902,"(42.019398898, -87.675469019)"
10838210,JA140686,02-03-2017 18:00,074XX S CHAPPEL AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,FALSE,FALSE,333,3,5,43,26,1191171,1855946,2017,02/14/2017 03:49:42 PM,41.75972279,-87.57491925,"(41.759722788, -87.574919245)"
10838212,JA140524,02-02-2017 23:00,032XX S KOMENSKY AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1031,10,22,30,6,1149889,1882932,2017,02/14/2017 03:49:42 PM,41.83467556,-87.72551893,"(41.834675562, -87.725518927)"
10838213,JA140659,02-03-2017 17:47,079XX S KENWOOD AVE,325,ROBBERY,VEHICULAR HIJACKING,STREET,FALSE,FALSE,411,4,8,45,3,1186590,1852533,2017,02/14/2017 03:49:42 PM,41.75046679,-87.59181613,"(41.750466791, -87.591816128)"
10838215,JA140755,02-02-2017 18:00,109XX S MORGAN ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2234,22,34,75,7,1171605,1832119,2017,02/14/2017 03:49:42 PM,41.69478911,-87.64732396,"(41.694789105, -87.64732396)"
10838216,JA140702,01/31/2017 11:50:00 PM,117XX S MARSHFIELD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2234,22,34,75,11,1167518,1826850,2017,02/14/2017 03:49:42 PM,41.68041843,-87.66243795,"(41.680418426, -87.662437948)"
10838217,JA140685,02-03-2017 18:00,014XX W FULLERTON AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1932,19,32,7,6,1166398,1916047,2017,02/14/2017 03:49:42 PM,41.9252092,-87.6639951,"(41.925209196, -87.663995103)"
10838218,JA140774,02-03-2017 19:04,014XX S KOMENSKY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1011,10,24,29,18,1149619,1892715,2017,02/14/2017 03:49:42 PM,41.86152659,-87.72625588,"(41.861526593, -87.726255882)"
10838219,JA140759,02-03-2017 15:00,051XX S ADA ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,934,9,16,61,3,1168206,1870445,2017,02/14/2017 03:49:42 PM,41.80003459,-87.65866848,"(41.800034594, -87.658668478)"
10838220,JA140700,02-03-2017 15:29,089XX S WALLACE ST,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,RESIDENCE,FALSE,FALSE,2223,22,21,71,24,1173870,1845611,2017,02/14/2017 03:49:42 PM,41.73176329,-87.63863258,"(41.731763291, -87.638632578)"
10838221,JA140770,02-03-2017 16:00,045XX S OAKENWALD AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,222,2,4,39,26,1185613,1875373,2017,02/14/2017 03:49:42 PM,41.81316473,-87.59467729,"(41.813164734, -87.594677289)"
10838222,JA140760,02-03-2017 18:37,039XX W 71ST ST,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,FALSE,FALSE,833,8,13,65,3,1151388,1857230,2017,02/14/2017 03:49:42 PM,41.76411625,-87.72069078,"(41.764116254, -87.720690784)"
10838223,JA140641,02-02-2017 17:30,093XX S HOYNE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2221,22,19,72,6,1164107,1842693,2017,02/14/2017 03:49:42 PM,41.72396651,-87.67448025,"(41.723966511, -87.674480245)"
10838224,JA140763,02-03-2017 18:51,043XX S COTTAGE GROVE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,221,2,4,39,18,1182328,1876401,2017,02/14/2017 03:49:42 PM,41.8160625,-87.60669477,"(41.816062496, -87.606694765)"
10838225,JA140703,02-03-2017 18:30,039XX W 84TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,834,8,18,70,14,1151579,1848578,2017,02/14/2017 03:49:42 PM,41.74036996,-87.7202167,"(41.740369963, -87.720216698)"
10838227,JA140674,02-01-2017 14:00,048XX S ASHLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,933,9,20,61,11,1166487,1872705,2017,02/14/2017 03:49:42 PM,41.80627315,-87.6649081,"(41.806273146, -87.664908099)"
10838228,JA140681,02-03-2017 17:15,113XX S INDIANA AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,531,5,9,49,6,1179595,1829770,2017,02/14/2017 03:49:42 PM,41.68816477,-87.61814175,"(41.688164766, -87.618141746)"
10838229,JA140630,01/31/2017 08:00:00 AM,072XX N CAMPBELL AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,2411,24,50,2,11,1158373,1948145,2017,02/14/2017 03:49:42 PM,42.01345586,-87.69260065,"(42.013455862, -87.692600645)"
10838230,JA140794,02-03-2017 19:22,074XX S KENWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,FALSE,FALSE,324,3,5,43,14,1186498,1855961,2017,02/14/2017 03:49:42 PM,41.75987573,-87.59204502,"(41.759875726, -87.592045017)"
10838231,JA140740,02-01-2017 21:00,025XX N NEVA AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,2512,25,36,18,7,1127994,1916130,2017,02/14/2017 03:49:42 PM,41.92617286,-87.80510962,"(41.92617286, -87.805109622)"
10838232,JA140664,02-03-2017 16:45,071XX S EAST END AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,324,3,8,43,08B,1188771,1857912,2017,02/14/2017 03:49:42 PM,41.76517539,-87.58365228,"(41.765175389, -87.583652283)"
10838234,JA140785,01/30/2017 08:00:00 PM,022XX N LECLAIRE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,2522,25,31,19,11,1142025,1914316,2017,02/14/2017 03:49:42 PM,41.92094629,-87.75359666,"(41.920946294, -87.753596661)"
10838235,JA140751,02-03-2017 18:45,004XX S KOSTNER AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,1131,11,24,26,26,1147129,1897553,2017,02/14/2017 03:49:42 PM,41.87485061,-87.73527258,"(41.874850606, -87.735272577)"
10838236,JA140807,02-03-2017 11:00,052XX S KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,815,8,23,57,14,1148582,1869602,2017,02/14/2017 03:49:42 PM,41.7981214,-87.73065777,"(41.798121398, -87.730657769)"
10838237,JA139698,02-02-2017 07:30,085XX S CHAPPEL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,412,4,8,45,5,1191331,1848785,2017,02/14/2017 03:49:42 PM,41.74006851,-87.5745643,"(41.740068508, -87.574564302)"
10838238,JA140790,02-03-2017 19:30,003XX W CHICAGO AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,1823,18,27,8,7,1173639,1905658,2017,02/14/2017 03:49:42 PM,41.89654309,-87.6376981,"(41.896543094, -87.637698101)"
10838241,JA140797,01/20/2017 09:00:00 AM,018XX W WINONA ST,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,2032,20,47,4,7,1163132,1934080,2017,02/14/2017 03:49:42 PM,41.974762,-87.67548729,"(41.974762001, -87.675487289)"
10838242,JA140741,02-03-2017 09:00,057XX S MAY ST,820,THEFT,$500 AND UNDER,HOTEL/MOTEL,FALSE,FALSE,712,7,16,68,6,1169629,1866831,2017,02/14/2017 03:49:42 PM,41.7900866,-87.65355473,"(41.790086602, -87.653554734)"
10838243,JA140481,02-02-2017 20:00,031XX N OAKLEY AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1931,19,32,5,6,1160484,1920753,2017,02/14/2017 03:49:42 PM,41.93824739,-87.68559524,"(41.938247388, -87.685595241)"
10838245,JA140600,02-02-2017 07:00,005XX E 75TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,323,3,6,69,6,1180992,1855398,2017,02/14/2017 03:49:42 PM,41.75845922,-87.61224159,"(41.75845922, -87.612241586)"
10838246,JA140590,01/31/2017 03:30:00 PM,058XX W AUGUSTA BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1511,15,29,25,11,1137113,1906068,2017,02/14/2017 03:49:42 PM,41.8984025,-87.7718431,"(41.898402501, -87.771843101)"
10838248,JA140468,02-02-2017 09:00,005XX S STATE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,123,1,2,32,6,1176446,1897964,2017,02/14/2017 03:49:42 PM,41.87536742,-87.62762099,"(41.875367424, -87.627620993)"
10838249,JA140676,02-02-2017 17:40,067XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,322,3,20,69,11,1178754,1860415,2017,02/14/2017 03:49:42 PM,41.7722776,-87.62029119,"(41.772277595, -87.620291185)"
10838250,JA140423,02-01-2017 22:30,064XX N RIDGE BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,FALSE,FALSE,2412,24,50,2,11,1162641,1942703,2017,02/14/2017 03:49:42 PM,41.99843414,-87.67704987,"(41.998434142, -87.677049865)"
10838251,JA140585,02-01-2017 00:00,016XX W 37TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,912,9,11,59,11,1165954,1879861,2017,02/14/2017 03:49:42 PM,41.82592136,-87.66665933,"(41.825921359, -87.666659334)"
10838253,JA140490,02-02-2017 13:30,017XX W JULIAN ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1433,14,1,24,6,1164585,1909878,2017,02/14/2017 03:49:42 PM,41.9083197,-87.670832,"(41.908319704, -87.670831997)"
10838254,JA140593,02-01-2017 02:10,048XX S FORRESTVILLE AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,223,2,3,38,6,1180741,1873126,2017,02/14/2017 03:49:42 PM,41.80711231,-87.61261689,"(41.807112308, -87.612616893)"
10838255,JA140596,01/24/2017 08:00:00 AM,066XX N OCTAVIA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1611,16,41,9,11,1126717,1943664,2017,02/14/2017 03:49:42 PM,42.00175069,-87.80918317,"(42.001750694, -87.809183174)"
10838256,JA140648,02-03-2017 09:00,028XX W 39TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,FALSE,FALSE,921,9,14,58,11,1158057,1878329,2017,02/14/2017 03:49:42 PM,41.82188187,-87.69567346,"(41.821881867, -87.695673459)"
10838258,JA140487,02-03-2017 15:35,071XX S VINCENNES AVE,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,731,7,6,69,3,1176581,1857588,2017,02/14/2017 03:49:42 PM,41.76456916,-87.62834165,"(41.764569155, -87.628341654)"
10838260,JA140677,02-03-2017 08:00,038XX W ROSCOE ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1732,17,30,21,6,1150232,1922333,2017,02/14/2017 03:49:42 PM,41.94278942,-87.72323243,"(41.942789418, -87.723232432)"
10838262,JA140732,02-03-2017 18:15,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,833,8,13,65,6,1145727,1853720,2017,02/14/2017 03:49:42 PM,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
10838263,JA137921,01/27/2017 12:00:00 PM,086XX S DORCHESTER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,412,4,8,45,6,1187044,1847925,2017,02/14/2017 03:49:42 PM,41.73781123,-87.59029829,"(41.73781123, -87.59029829)"
10838264,JA140701,02-03-2017 08:00,019XX W WALNUT ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1223,12,27,28,6,1163532,1901697,2017,02/14/2017 03:49:42 PM,41.88589267,-87.67493081,"(41.88589267, -87.674930814)"
10838265,JA140831,02-03-2017 20:17,056XX W EASTWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1622,16,45,15,14,1137849,1930353,2017,02/14/2017 03:49:42 PM,41.9650299,-87.76855221,"(41.965029904, -87.768552205)"
10838266,JA140712,02-02-2017 22:00,078XX S WINCHESTER AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,611,6,18,71,6,1164722,1852637,2017,02/14/2017 03:49:42 PM,41.75124141,-87.6719476,"(41.75124141, -87.671947596)"
10838267,JA140834,02-03-2017 19:10,010XX N MONTICELLO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1112,11,27,23,18,1151858,1906609,2017,02/14/2017 03:49:42 PM,41.89960948,-87.71767099,"(41.899609477, -87.717670986)"
10838268,JA140806,02-03-2017 19:29,033XX W OGDEN AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1024,10,24,29,26,1154489,1891024,2017,02/14/2017 03:49:42 PM,41.85679041,-87.70842407,"(41.856790413, -87.708424071)"
10838269,JA140787,02-03-2017 19:20,011XX S MOZART ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1135,11,28,29,18,1157529,1895021,2017,02/14/2017 03:49:42 PM,41.86769734,-87.69715686,"(41.867697344, -87.697156855)"
10838271,JA140614,01/30/2017 05:00:00 PM,095XX S MARQUETTE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,431,4,10,51,11,1195918,1842202,2017,02/14/2017 03:49:42 PM,41.72189198,-87.55797573,"(41.721891983, -87.557975732)"
10838273,JA140781,02-01-2017 06:45,007XX W 48TH PL,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,935,9,11,61,6,1172237,1872709,2017,02/14/2017 03:49:42 PM,41.80615947,-87.64381907,"(41.806159473, -87.643819065)"
10838274,JA140809,02-03-2017 19:45,022XX W 21ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1234,12,25,31,26,1161817,1890029,2017,02/14/2017 03:49:42 PM,41.85391053,-87.68155399,"(41.853910531, -87.681553992)"
10838275,JA140627,01/16/2017 11:32:00 PM,045XX S WHIPPLE ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,922,9,14,58,6,1156797,1874337,2017,02/14/2017 03:49:42 PM,41.81095287,-87.70040372,"(41.810952873, -87.70040372)"
10838276,JA140678,02-03-2017 14:00,060XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,2433,24,48,77,08B,1167770,1940175,2017,02/14/2017 03:49:42 PM,41.99138784,-87.65825533,"(41.991387838, -87.658255326)"
10838278,JA140680,01/30/2017 09:00:00 AM,040XX N LONG AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1624,16,38,15,6,1139624,1926538,2017,02/14/2017 03:49:42 PM,41.95452891,-87.76211937,"(41.954528906, -87.762119373)"
10838279,JA140597,02-03-2017 07:00,032XX W 48TH PL,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,821,8,14,58,6,1155520,1872407,2017,02/14/2017 03:49:42 PM,41.80568241,-87.70513943,"(41.805682406, -87.705139429)"
10838280,JA140824,02-02-2017 19:30,012XX N WOLCOTT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1424,14,1,24,6,1163496,1908491,2017,02/14/2017 03:49:42 PM,41.90453669,-87.67487154,"(41.904536687, -87.67487154)"
10838281,JA140673,02-01-2017 14:00,008XX S STATE ST,890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,123,1,2,32,6,1176487,1896508,2017,02/14/2017 03:49:42 PM,41.87137115,-87.62751442,"(41.871371147, -87.627514417)"
10838283,JA140599,02-02-2017 23:00,027XX W GUNNISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2031,20,40,4,11,1157337,1932171,2017,02/14/2017 03:49:42 PM,41.96964374,-87.69684951,"(41.969643741, -87.696849508)"
10838286,JA140786,02-03-2017 10:15,025XX N MANGO AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2515,25,30,19,5,1137621,1916339,2017,02/14/2017 03:49:42 PM,41.92657819,-87.76972933,"(41.926578191, -87.769729326)"
10838287,JA140629,02-03-2017 14:31,013XX S MILLARD AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,APARTMENT,TRUE,FALSE,1011,10,24,29,24,1152251,1893628,2017,02/14/2017 03:49:42 PM,41.86398049,-87.71657014,"(41.863980494, -87.716570144)"
10838288,JA140813,02-03-2017 19:42,028XX W FLOURNOY ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1135,11,2,27,18,1157459,1896904,2017,02/14/2017 03:49:42 PM,41.87286591,-87.69736262,"(41.87286591, -87.697362622)"
10838290,JA140689,01/26/2017 11:00:00 AM,017XX W WINONA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2032,20,47,3,7,1163810,1934246,2017,02/14/2017 03:49:42 PM,41.9752032,-87.67298937,"(41.975203197, -87.67298937)"
10838292,JA140844,02-03-2017 09:16,050XX S LAKE SHORE DR SB,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,222,2,4,39,5,1189120,1871889,2017,02/14/2017 03:49:42 PM,41.80352098,-87.58192542,"(41.803520976, -87.581925417)"
10838293,JA140810,02-03-2017 19:38,083XX S ASHLAND AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,614,6,21,71,18,1167126,1849351,2017,02/14/2017 03:49:42 PM,41.74217311,-87.66323188,"(41.742173112, -87.663231877)"
10838294,JA140335,02-03-2017 13:30,027XX S CALIFORNIA AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1033,10,12,30,6,1158147,1885749,2017,02/14/2017 03:49:42 PM,41.84224139,-87.69514106,"(41.842241391, -87.695141061)"
10838296,JA139714,02-02-2017 04:25,016XX N ASHLAND AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1433,14,1,24,6,1165429,1910892,2017,02/14/2017 03:49:42 PM,41.91108426,-87.66770267,"(41.911084257, -87.667702668)"
10838297,JA140765,02-03-2017 18:50,045XX S LAPORTE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,814,8,23,56,08B,1144120,1874126,2017,02/14/2017 03:49:42 PM,41.81062065,-87.7469078,"(41.81062065, -87.746907795)"
10838298,JA140607,02-03-2017 16:22,088XX S CREGIER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,412,4,8,48,18,1189725,1846737,2017,02/14/2017 03:49:42 PM,41.7344873,-87.58051402,"(41.734487304, -87.580514019)"
10838299,JA140470,02-03-2017 05:30,132XX S MACKINAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,433,4,10,55,14,1200421,1817786,2017,02/14/2017 03:49:42 PM,41.65477967,-87.54230357,"(41.654779673, -87.542303571)"
10838300,JA140746,02-03-2017 18:07,006XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1834,18,42,8,6,1177327,1904307,2017,02/14/2017 03:49:42 PM,41.89275303,-87.6241939,"(41.892753031, -87.624193896)"
10838301,JA140692,02-03-2017 17:49,015XX N CLYBOURN AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA PLATFORM,FALSE,FALSE,1822,18,43,8,04B,1170470,1910783,2017,02/14/2017 03:49:42 PM,41.91067631,-87.64918707,"(41.910676312, -87.649187069)"
10838302,JA140805,02-03-2017 18:05,003XX W 109TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,513,5,34,49,15,1175954,1832643,2017,02/14/2017 03:49:42 PM,41.69613089,-87.63138539,"(41.696130885, -87.631385389)"
10838304,JA140848,02-03-2017 19:30,108XX S CALHOUN AVE,460,BATTERY,SIMPLE,STREET,FALSE,TRUE,434,4,10,51,08B,1194906,1833717,2017,02/14/2017 03:49:42 PM,41.69863326,-87.56196086,"(41.698633264, -87.56196086)"
10838305,JA140838,02-03-2017 16:30,027XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,914,9,11,34,14,1174740,1886282,2017,02/14/2017 03:49:42 PM,41.84334951,-87.63423394,"(41.843349507, -87.63423394)"
10838306,JA140706,02-03-2017 16:30,0000X E RANDOLPH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,FALSE,FALSE,111,1,42,32,11,1176582,1901291,2017,02/14/2017 03:49:42 PM,41.88449383,-87.62702113,"(41.884493832, -87.627021129)"
10838307,JA140804,02-03-2017 19:39,020XX E 71ST ST,1330,CRIMINAL TRESPASS,TO LAND,SIDEWALK,TRUE,FALSE,331,3,5,43,26,1190984,1858323,2017,02/14/2017 03:49:42 PM,41.76624999,-87.57552784,"(41.766249991, -87.575527839)"
10838309,JA140724,02-03-2017 18:20,026XX W 79TH ST,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,FALSE,FALSE,835,8,18,70,3,1160171,1852133,2017,02/14/2017 03:49:42 PM,41.74995315,-87.68863871,"(41.749953147, -87.688638706)"
10838311,JA140829,02-03-2017 07:30,051XX S PULASKI RD,810,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,815,8,23,62,6,1150563,1870470,2017,02/14/2017 03:49:42 PM,41.80046498,-87.7233704,"(41.800464977, -87.723370404)"
